,HINCP,AGEP,vet,period,HICOV,SEX,pregion,racepct,marital,school,emppct,poverty,dispct,haskid,hhtype,cowr
1391,42140.0,62,2,3.0,1,2,1,1,1,2,1.0,0,2,1,1,2.0
1392,92300.0,73,1,3.0,1,1,3,1,1,2,3.0,0,1,1,1,1.0
1393,29400.0,70,2,3.0,1,2,2,1,1,2,3.0,0,2,1,1,1.0
1394,92300.0,72,1,3.0,1,1,3,1,1,2,3.0,0,1,1,1,1.0
1395,600.0,29,2,3.0,1,2,4,1,4,1,1.0,1,2,1,3,2.0
1396,64020.0,66,2,3.0,1,1,3,8,1,2,3.0,0,2,1,1,3.0
1397,8900.0,52,2,3.0,1,2,3,7,4,2,1.0,1,2,1,2,1.0
1398,59400.0,30,2,3.0,1,2,4,1,4,2,1.0,0,2,2,2,1.0
1399,105000.0,59,2,3.0,1,2,1,1,4,2,1.0,0,2,2,2,2.0
1400,51800.0,45,2,3.0,1,2,1,1,1,2,1.0,0,2,1,1,3.0
1401,138900.0,52,2,3.0,1,2,2,1,1,2,1.0,0,2,2,1,1.0
1402,28000.0,25,2,3.0,2,1,2,4,4,2,3.0,1,2,1,3,1.0
1403,68000.0,27,2,3.0,1,2,1,1,1,2,1.0,0,2,1,1,1.0
1404,33500.0,59,2,3.0,1,2,2,1,1,2,3.0,0,1,1,1,1.0
1405,157100.0,82,1,4.0,1,1,2,8,3,2,3.0,0,1,1,2,1.0
1406,14500.0,28,2,3.0,1,1,4,8,1,2,1.0,1,2,1,1,1.0
1407,82000.0,39,2,3.0,1,2,1,1,4,2,2.0,0,2,1,2,1.0
1408,38300.0,22,2,3.0,1,1,3,8,4,1,1.0,0,2,1,1,1.0
1409,32900.0,46,2,3.0,1,2,2,1,1,2,1.0,0,1,1,1,1.0
1410,149000.0,46,1,2.0,1,1,2,1,1,2,1.0,0,2,1,1,1.0
1411,43000.0,50,2,3.0,1,2,4,1,2,2,1.0,0,2,1,3,1.0
1412,88000.0,31,2,3.0,1,1,3,2,1,2,1.0,0,2,2,1,1.0
1413,150000.0,33,2,3.0,1,1,4,7,4,2,1.0,0,2,1,3,1.0
1414,41100.0,59,2,3.0,1,1,2,1,2,2,1.0,0,1,1,3,3.0
1415,33300.0,65,2,3.0,1,2,2,1,3,2,3.0,0,1,1,3,1.0
1416,65000.0,26,2,3.0,2,1,4,3,4,1,1.0,1,2,2,2,2.0
1417,18000.0,46,2,3.0,1,2,3,8,2,2,1.0,1,2,2,2,3.0
1418,264450.0,49,2,3.0,1,2,3,1,1,2,1.0,0,2,1,1,1.0
1419,125200.0,56,2,3.0,1,1,3,1,3,2,3.0,0,1,1,2,1.0
1420,217000.0,57,2,3.0,1,2,3,1,1,2,1.0,0,2,1,1,1.0
1421,42100.0,63,2,3.0,1,2,3,1,2,2,3.0,1,1,1,3,1.0
1422,59402.0,52,2,3.0,1,1,1,1,4,2,3.0,0,1,1,2,1.0
1423,28000.0,33,2,3.0,1,2,2,1,1,2,2.0,1,2,2,1,1.0
1424,45800.0,19,2,3.0,2,1,3,2,4,2,1.0,0,2,1,2,1.0
1425,538000.0,66,2,3.0,1,2,3,1,1,2,3.0,0,2,1,1,1.0
1426,107500.0,54,2,3.0,1,1,4,1,1,2,1.0,0,2,1,1,1.0
1427,199500.0,70,1,3.0,1,1,1,1,1,2,3.0,0,2,1,1,1.0
1428,86000.0,44,2,3.0,1,2,2,4,1,2,3.0,0,2,2,1,2.0
1429,67600.0,58,2,3.0,1,1,2,2,4,2,3.0,0,1,1,2,1.0
1430,85701.0,81,2,3.0,1,1,2,1,2,2,1.0,0,2,1,3,3.0
1431,64900.0,20,2,3.0,2,1,1,1,4,1,2.0,0,2,2,1,1.0
1432,20400.0,24,2,3.0,1,2,4,6,1,2,1.0,0,1,2,2,1.0
1433,110000.0,57,2,3.0,1,1,1,1,1,2,1.0,0,2,1,1,1.0
1434,37800.0,25,2,3.0,1,1,3,1,4,2,1.0,0,2,2,2,2.0
1435,95000.0,28,2,3.0,1,1,4,1,4,2,1.0,0,2,1,3,1.0
1436,125000.0,37,2,3.0,1,1,3,1,4,2,1.0,0,2,1,3,2.0
1437,110000.0,32,2,3.0,1,2,1,1,1,2,1.0,0,2,2,1,2.0
1438,10400.0,61,2,3.0,1,1,1,1,4,2,3.0,1,1,1,3,1.0
1439,132600.0,83,2,3.0,1,1,4,8,1,2,3.0,0,2,1,1,1.0
1440,18000.0,43,2,3.0,1,2,5,8,2,2,1.0,1,2,2,2,1.0
1441,95650.0,57,2,3.0,1,2,1,1,1,2,1.0,0,2,1,1,3.0
1442,100000.0,46,2,3.0,1,2,1,1,1,2,1.0,0,1,2,1,1.0
1443,285000.0,39,2,3.0,1,2,1,4,1,2,1.0,0,2,2,1,1.0
1444,52400.0,74,2,3.0,1,2,3,1,1,2,3.0,0,2,1,1,1.0
1445,95000.0,17,2,3.0,1,2,3,1,4,2,1.0,0,2,2,1,1.0
1446,64000.0,70,2,3.0,1,1,4,1,2,2,2.0,0,1,1,3,3.0
1447,340800.0,73,2,3.0,1,1,1,1,1,2,3.0,0,2,1,1,1.0
1448,50000.0,31,2,3.0,1,2,3,1,1,2,1.0,0,2,1,1,2.0
1449,77200.0,62,2,3.0,1,2,2,1,1,2,1.0,0,2,1,1,1.0
1450,83600.0,94,2,3.0,1,2,4,1,1,2,3.0,0,1,1,1,1.0
1451,150000.0,28,2,3.0,1,2,1,1,4,2,1.0,0,2,1,3,1.0
1452,85000.0,68,2,3.0,1,2,1,1,3,2,1.0,0,1,1,3,1.0
1453,500.0,29,2,3.0,1,2,2,1,4,2,1.0,1,2,2,2,3.0
1454,10200.0,51,2,3.0,1,2,3,1,2,2,3.0,1,1,1,3,1.0
1455,19300.0,70,1,3.0,1,1,4,8,3,2,3.0,0,2,1,3,1.0
1456,45850.0,63,2,3.0,1,2,4,8,1,2,3.0,0,1,2,1,1.0
1457,127000.0,39,2,3.0,1,2,3,1,1,2,1.0,0,2,2,1,1.0
1458,135000.0,58,2,3.0,1,1,4,1,1,2,1.0,0,2,1,1,1.0
1459,11100.0,71,2,3.0,1,2,1,1,2,2,3.0,1,2,1,3,1.0
1460,240000.0,55,2,3.0,1,1,1,1,1,2,1.0,0,2,1,1,3.0
1461,65200.0,27,2,3.0,1,1,1,1,1,2,1.0,0,2,1,1,1.0
1462,55200.0,65,2,3.0,1,2,3,1,1,2,1.0,0,1,1,1,1.0
1463,362600.0,63,2,3.0,1,1,4,1,1,2,3.0,0,1,1,1,1.0
1464,44600.0,68,2,3.0,1,1,2,1,1,2,3.0,0,2,1,1,1.0
1465,72000.0,52,1,1.0,1,1,3,2,1,2,1.0,0,2,1,1,1.0
1466,23700.0,67,2,3.0,1,2,2,1,1,2,3.0,0,2,1,1,1.0
1467,27200.0,61,2,3.0,1,1,3,1,1,2,1.0,0,2,1,1,3.0
1468,11500.0,82,2,3.0,1,2,2,1,2,2,3.0,0,1,1,3,1.0
1469,64000.0,56,2,3.0,1,2,3,1,2,2,1.0,0,2,1,3,1.0
1470,157500.0,35,1,1.0,1,1,3,1,1,2,1.0,0,2,2,1,1.0
1471,43100.0,22,2,3.0,2,1,3,8,4,1,1.0,1,2,2,2,1.0
1472,94000.0,23,2,3.0,1,2,4,8,4,2,2.0,1,2,1,2,1.0
1473,97700.0,69,1,3.0,1,1,1,1,3,2,3.0,0,2,1,2,1.0
1474,32000.0,55,2,3.0,1,2,1,1,1,2,1.0,0,2,1,1,3.0
1475,172600.0,63,2,3.0,1,2,1,1,1,2,3.0,0,2,1,1,2.0
1476,57000.0,27,2,3.0,1,1,3,1,1,2,1.0,0,2,2,1,1.0
1477,24100.0,83,2,3.0,1,2,3,1,3,2,3.0,0,1,1,3,1.0
1478,71300.0,74,2,3.0,1,1,1,1,1,2,3.0,0,1,1,1,2.0
1479,106050.0,59,2,3.0,1,1,1,1,1,2,1.0,0,2,1,1,3.0
1480,98000.0,35,2,3.0,2,1,4,1,1,2,1.0,0,2,2,1,1.0
1481,79800.0,29,2,3.0,2,2,4,8,4,1,1.0,0,2,2,1,1.0
1482,57000.0,68,2,3.0,1,1,4,1,1,2,3.0,0,2,1,1,3.0
1483,40000.0,48,2,3.0,1,1,2,1,1,2,1.0,0,2,1,1,1.0
1484,57600.0,40,2,3.0,1,1,2,1,4,2,3.0,0,1,1,3,1.0
1485,86500.0,48,1,2.0,1,1,3,1,2,2,1.0,0,2,1,3,1.0
1486,59500.0,29,2,3.0,1,1,2,1,4,2,1.0,0,2,1,2,1.0
1487,130000.0,33,2,3.0,1,2,4,7,1,2,1.0,0,2,1,1,1.0
1488,78000.0,36,2,3.0,1,1,3,1,1,2,1.0,0,2,2,1,1.0
1489,163500.0,35,2,3.0,1,2,1,1,1,2,1.0,0,2,2,1,2.0
1490,90100.0,46,2,3.0,1,1,4,1,1,2,1.0,0,2,2,1,2.0
1491,44900.0,65,1,3.0,1,1,2,1,2,2,3.0,1,1,1,2,1.0
1492,105500.0,49,2,3.0,1,2,2,2,4,2,2.0,0,1,1,2,1.0
1493,68500.0,44,2,3.0,2,2,4,8,1,2,1.0,0,2,2,1,1.0
1494,63900.0,18,2,3.0,1,2,4,1,4,1,1.0,0,2,1,2,1.0
1495,104000.0,66,1,3.0,1,1,4,8,1,2,2.0,0,2,1,1,1.0
1496,34800.0,52,2,3.0,1,2,3,2,4,2,1.0,0,2,1,2,1.0
1497,26400.0,86,2,3.0,1,2,3,2,1,2,3.0,0,1,1,1,1.0
1498,30000.0,48,2,3.0,1,2,3,1,4,2,1.0,0,2,1,3,1.0
1499,30400.0,34,2,3.0,1,2,3,1,4,2,3.0,0,1,1,1,1.0
1500,43100.0,77,2,3.0,1,2,4,1,1,2,1.0,0,2,1,1,3.0
1501,8610.0,59,2,3.0,2,2,3,1,1,2,1.0,1,2,1,1,3.0
1502,10500.0,34,2,3.0,1,1,4,8,1,2,1.0,1,2,2,1,1.0
1503,92910.0,28,2,3.0,1,2,3,1,4,2,1.0,0,2,1,1,1.0
1504,4600.0,52,2,3.0,2,2,3,2,4,2,1.0,1,2,1,3,1.0
1505,22700.0,24,2,3.0,2,2,4,2,4,2,1.0,0,2,1,2,2.0
1506,484100.0,17,2,3.0,1,1,2,8,4,2,3.0,0,2,2,1,1.0
1507,47000.0,24,2,3.0,2,1,3,1,1,2,1.0,0,2,1,1,1.0
1508,39000.0,18,2,3.0,1,1,2,7,4,2,1.0,0,2,2,2,2.0
1509,237300.0,23,2,3.0,1,1,4,1,4,1,2.0,0,2,1,1,1.0
1510,93600.0,24,2,3.0,1,2,3,8,1,2,1.0,0,2,1,2,1.0
1511,51500.0,62,2,3.0,1,1,3,1,1,2,1.0,0,2,1,1,3.0
1512,53000.0,32,2,3.0,1,1,4,8,1,1,1.0,0,2,2,1,1.0
1513,135000.0,64,2,3.0,1,2,1,1,4,2,1.0,0,2,1,2,2.0
1514,128800.0,68,2,3.0,1,2,3,3,1,2,3.0,0,2,1,1,1.0
1515,59000.0,68,2,3.0,1,2,2,1,1,2,3.0,0,2,1,1,1.0
1516,86400.0,71,2,3.0,1,2,4,8,1,2,1.0,0,2,1,1,3.0
1517,82400.0,66,2,3.0,1,1,2,1,1,2,1.0,0,2,1,1,1.0
1518,153200.0,70,2,3.0,1,1,1,1,1,2,1.0,0,2,1,1,3.0
1519,154000.0,72,2,3.0,1,2,1,1,1,2,1.0,0,2,1,1,2.0
1520,379000.0,67,2,3.0,1,2,3,1,1,2,3.0,0,2,1,1,1.0
1521,92800.0,24,2,3.0,1,1,2,1,4,1,2.0,1,2,1,3,1.0
1522,39030.0,89,1,5.0,1,1,1,1,3,2,3.0,0,2,1,3,1.0
1523,16600.0,74,2,3.0,1,2,3,1,2,2,3.0,0,2,1,3,1.0
1524,67000.0,57,2,3.0,1,2,2,1,3,2,1.0,0,2,1,3,1.0
1525,142800.0,37,2,3.0,1,2,3,1,4,2,1.0,0,2,1,3,1.0
1526,128000.0,53,2,3.0,1,1,3,1,1,2,1.0,0,2,2,1,1.0
1527,11500.0,56,2,3.0,2,1,4,8,2,2,1.0,1,2,1,3,1.0
1528,119200.0,65,2,3.0,1,2,3,1,1,2,1.0,0,2,1,1,1.0
1529,43000.0,60,2,3.0,2,1,3,3,2,2,1.0,0,2,1,3,1.0
1530,54900.0,50,2,3.0,1,2,4,1,3,2,1.0,0,2,2,2,1.0
1531,57900.0,55,2,3.0,1,1,3,1,1,2,1.0,0,2,1,1,1.0
1532,285600.0,45,2,3.0,1,1,4,5,1,2,1.0,0,2,2,1,2.0
1533,113700.0,56,2,3.0,1,1,3,1,1,2,3.0,0,2,1,1,1.0
1534,67800.0,52,2,3.0,1,2,3,8,2,2,1.0,0,2,1,3,1.0
1535,157000.0,51,2,3.0,1,2,2,1,1,2,1.0,0,2,1,1,2.0
1536,73300.0,66,2,3.0,1,1,3,1,1,2,1.0,0,2,1,1,1.0
1537,58630.0,17,2,3.0,1,1,1,1,4,2,1.0,0,2,2,2,1.0
1538,190200.0,94,2,3.0,1,2,1,2,3,2,3.0,0,1,1,2,1.0
1539,403000.0,44,2,3.0,1,2,1,1,1,2,1.0,0,2,2,1,1.0
1540,94300.0,51,2,3.0,1,2,2,1,1,2,1.0,0,2,2,1,3.0
1541,48200.0,67,2,3.0,1,2,3,1,1,2,3.0,0,2,1,1,1.0
1542,39600.0,58,2,3.0,1,2,3,1,1,2,3.0,0,2,2,1,3.0
1543,90000.0,53,2,3.0,1,1,3,1,3,2,1.0,0,2,1,3,1.0
1544,120000.0,28,2,3.0,1,1,3,1,4,2,1.0,0,2,1,1,1.0
1545,51100.0,65,2,3.0,1,1,1,1,2,1,3.0,1,2,1,3,1.0
1546,87800.0,68,2,3.0,1,1,4,1,1,2,3.0,0,2,1,1,1.0
1547,64700.0,33,2,3.0,1,2,3,1,1,2,3.0,0,1,2,1,1.0
1548,227500.0,64,2,3.0,1,1,4,1,1,2,1.0,0,2,1,1,2.0
1549,18000.0,21,2,3.0,1,1,3,1,4,1,1.0,1,2,1,3,2.0
1550,129400.0,45,2,3.0,1,2,1,1,2,2,1.0,0,2,1,1,1.0
1551,101300.0,58,2,3.0,1,2,4,8,1,2,3.0,0,1,1,1,1.0
1552,12800.0,52,2,3.0,1,2,1,1,1,2,3.0,1,2,1,1,1.0
1553,122000.0,43,2,3.0,1,1,3,1,1,2,1.0,0,2,1,1,1.0
1554,110000.0,76,2,3.0,1,1,1,1,3,2,3.0,0,2,1,3,2.0
1555,66300.0,29,2,3.0,1,2,2,1,1,2,1.0,0,2,1,1,1.0
1556,211600.0,30,2,3.0,2,2,4,4,4,2,1.0,1,2,1,3,1.0
1557,40400.0,18,2,3.0,1,2,5,8,4,1,3.0,0,2,1,1,1.0
1558,18900.0,93,2,3.0,1,2,1,1,3,2,3.0,0,1,1,3,1.0
1559,78200.0,62,1,2.0,1,1,3,1,1,2,3.0,0,1,2,1,1.0
1560,73000.0,28,2,3.0,1,2,3,1,1,1,1.0,0,2,1,1,2.0
1561,533050.0,61,2,3.0,1,2,3,1,1,2,1.0,0,2,1,1,1.0
1562,39400.0,45,2,3.0,1,2,1,1,2,2,1.0,0,2,2,2,2.0
1563,107000.0,63,2,3.0,1,1,1,1,2,2,1.0,0,2,1,3,3.0
1564,92400.0,78,2,3.0,1,1,4,1,1,2,1.0,0,1,1,1,1.0
1565,19560.0,22,2,3.0,1,1,4,8,1,1,1.0,0,2,1,1,1.0
1566,187120.0,38,2,3.0,1,1,3,1,1,2,1.0,0,2,1,1,1.0
1567,53000.0,59,2,3.0,1,2,2,1,1,2,1.0,0,2,1,1,2.0
1568,12000.0,85,2,3.0,1,1,1,1,1,2,3.0,1,1,1,1,1.0
1569,117000.0,39,2,3.0,1,1,3,1,1,2,1.0,0,2,2,1,2.0
1570,61000.0,29,2,3.0,1,1,3,1,1,2,1.0,0,2,2,1,2.0
1571,56000.0,64,1,3.0,1,1,3,1,1,2,1.0,0,2,1,1,1.0
1572,9800.0,60,2,3.0,1,2,3,1,2,2,3.0,1,1,1,2,1.0
1573,32304.0,70,2,3.0,1,1,4,2,3,2,3.0,0,2,1,3,1.0
1574,141200.0,40,2,3.0,1,1,4,1,1,2,1.0,0,2,1,3,1.0
1575,9600.0,50,2,3.0,2,2,2,1,4,2,3.0,1,2,1,3,3.0
1576,183500.0,73,2,3.0,1,2,4,8,3,2,3.0,0,2,1,2,1.0
1577,2400.0,86,2,3.0,1,2,4,3,3,2,3.0,1,2,1,3,1.0
1578,60300.0,73,1,7.0,1,1,4,1,3,2,3.0,0,2,1,3,1.0
1579,81000.0,85,2,3.0,1,2,3,2,4,2,3.0,0,2,1,2,1.0
1580,104550.0,62,2,3.0,1,1,3,2,1,2,1.0,0,2,1,1,2.0
1581,23800.0,81,2,3.0,1,1,3,1,1,2,3.0,0,1,1,1,1.0
1582,34000.0,64,2,3.0,1,1,3,1,1,2,1.0,0,2,1,1,3.0
1583,34200.0,47,2,3.0,1,2,4,4,1,2,3.0,0,2,2,1,1.0
1584,37300.0,70,2,3.0,1,2,3,1,3,2,3.0,0,2,1,3,1.0
1585,178200.0,65,2,3.0,1,2,3,1,1,2,3.0,0,1,1,1,2.0
1586,82600.0,68,2,3.0,1,1,4,1,1,2,1.0,0,1,1,1,3.0
1587,52020.0,54,1,7.0,1,1,4,2,1,2,3.0,0,1,2,1,1.0
1588,41500.0,73,2,3.0,1,2,4,4,3,2,3.0,1,2,1,3,1.0
1589,137000.0,52,2,3.0,1,2,2,1,1,2,1.0,0,2,1,1,1.0
1590,74000.0,37,2,3.0,1,1,1,1,1,2,1.0,0,2,2,1,1.0
1591,133050.0,34,2,3.0,1,1,3,1,1,2,1.0,0,2,2,1,1.0
1592,8400.0,34,2,3.0,1,2,3,2,4,2,3.0,1,1,1,3,1.0
1593,98600.0,24,2,3.0,1,1,2,1,4,2,1.0,0,2,1,1,1.0
1594,49000.0,38,2,3.0,2,2,1,4,1,2,1.0,0,2,2,1,1.0
1595,76500.0,40,2,3.0,1,1,3,1,1,1,1.0,0,2,2,1,2.0
1596,88000.0,43,2,3.0,1,1,3,1,1,2,1.0,0,2,2,1,1.0
1597,46700.0,37,2,3.0,2,2,1,1,1,2,3.0,0,2,2,1,2.0
1598,82000.0,40,2,3.0,1,2,3,4,1,2,1.0,0,2,2,1,2.0
1599,45000.0,67,2,3.0,1,2,3,8,1,2,3.0,0,1,1,1,1.0
1600,78000.0,46,1,7.0,1,1,4,1,1,2,1.0,0,2,1,1,1.0
1601,85950.0,56,2,3.0,1,2,2,4,1,2,1.0,0,2,1,1,1.0
1602,367200.0,57,2,3.0,1,1,3,1,1,2,1.0,0,1,1,1,1.0
1603,64800.0,44,2,3.0,1,2,3,1,2,2,3.0,1,2,2,2,3.0
1604,24600.0,75,1,3.0,1,1,3,1,1,2,3.0,0,2,1,1,1.0
1605,159700.0,36,2,3.0,1,1,1,1,1,2,1.0,0,2,1,1,1.0
1606,110000.0,41,2,3.0,1,1,1,1,1,2,1.0,0,2,2,1,1.0
1607,78000.0,53,2,3.0,1,2,4,1,3,2,1.0,0,2,1,3,1.0
1608,43200.0,81,2,3.0,1,1,1,1,1,2,3.0,0,2,1,1,1.0
1609,29000.0,42,2,3.0,1,2,3,2,1,2,3.0,0,2,2,1,1.0
1610,76900.0,90,2,3.0,1,2,3,2,2,2,3.0,0,1,1,1,1.0
1611,509000.0,39,2,3.0,1,2,3,1,1,2,1.0,0,2,1,1,1.0
1612,14500.0,87,2,3.0,1,2,2,1,3,2,3.0,0,1,1,3,1.0
1613,95000.0,36,2,3.0,1,1,1,1,1,2,1.0,0,2,2,1,1.0
1614,18000.0,47,2,3.0,1,2,1,8,1,2,1.0,1,2,2,1,1.0
1615,199250.0,41,2,3.0,1,2,1,4,1,2,2.0,0,2,2,1,1.0
1616,100000.0,53,2,3.0,1,1,3,1,2,2,1.0,0,2,1,3,1.0
1617,110000.0,64,2,3.0,1,2,4,1,2,2,1.0,0,2,1,2,2.0
1618,33200.0,60,1,3.0,1,1,4,1,4,2,1.0,0,2,1,3,1.0
1619,32360.0,69,2,3.0,1,2,1,1,1,2,3.0,0,2,1,1,1.0
1620,86000.0,51,2,3.0,1,1,3,4,1,2,1.0,0,2,2,2,2.0
1621,137820.0,61,2,3.0,1,1,3,1,1,2,1.0,0,2,1,1,2.0
1622,487000.0,54,2,3.0,1,2,4,2,1,2,1.0,0,2,1,1,1.0
1623,90420.0,63,2,3.0,1,2,1,2,1,2,1.0,0,2,1,2,1.0
1624,35900.0,74,2,3.0,1,2,1,1,4,2,3.0,0,2,1,3,1.0
1625,50800.0,47,2,3.0,1,2,4,1,1,2,1.0,0,2,2,1,2.0
1626,650000.0,53,2,3.0,1,2,4,4,1,2,1.0,0,2,1,1,3.0
1627,129000.0,24,2,3.0,1,2,4,8,4,2,1.0,0,2,1,2,1.0
1628,17700.0,27,2,3.0,1,1,3,1,4,2,2.0,1,2,1,2,1.0
1629,436500.0,32,2,3.0,1,2,3,4,1,2,1.0,0,2,1,1,1.0
1630,42500.0,61,2,3.0,2,2,3,1,1,2,1.0,0,2,1,1,3.0
1631,41000.0,37,2,3.0,1,1,2,1,2,2,1.0,0,2,1,3,1.0
1632,91000.0,71,2,3.0,1,2,4,1,4,2,3.0,0,2,1,3,1.0
1633,64030.0,66,2,3.0,1,1,4,1,2,2,3.0,0,2,1,3,1.0
1634,96060.0,75,1,3.0,1,1,4,1,1,2,3.0,0,1,1,1,1.0
1635,29250.0,73,2,3.0,1,1,2,1,1,2,3.0,0,2,1,1,1.0
1636,61400.0,39,2,3.0,1,2,2,2,1,2,3.0,0,2,2,1,1.0
1637,119100.0,50,2,3.0,1,2,3,1,1,2,1.0,0,2,2,1,3.0
1638,36000.0,87,2,3.0,1,2,3,1,1,2,3.0,0,2,1,1,1.0
1639,159720.0,41,2,3.0,1,1,3,8,4,2,1.0,0,2,1,1,1.0
1640,71000.0,44,2,3.0,1,1,4,1,1,2,1.0,0,2,2,1,1.0
1641,46000.0,41,2,3.0,1,1,1,1,1,2,1.0,0,1,1,1,3.0
1642,78000.0,48,2,3.0,2,2,3,2,4,2,1.0,0,2,2,2,3.0
1643,8800.0,80,2,3.0,1,2,3,1,3,2,3.0,1,1,1,3,1.0
1644,62900.0,80,2,3.0,1,2,4,1,1,2,3.0,0,2,1,1,1.0
1645,102660.0,70,2,3.0,1,1,2,1,2,2,3.0,0,1,1,2,1.0
1646,148000.0,27,2,3.0,1,2,3,1,1,2,1.0,0,2,1,1,2.0
1647,90000.0,40,2,3.0,2,2,3,2,1,2,3.0,0,2,1,1,1.0
1648,29500.0,69,1,3.0,1,1,3,1,4,2,3.0,0,2,1,3,1.0
1649,40500.0,65,1,3.0,1,1,2,1,1,2,3.0,0,2,1,3,1.0
1650,27400.0,82,2,3.0,1,1,4,7,4,2,3.0,0,2,1,3,1.0
1651,23900.0,75,2,3.0,1,1,3,1,1,2,3.0,0,1,1,1,1.0
1652,54000.0,38,2,3.0,1,1,2,1,4,2,1.0,0,2,2,2,1.0
1653,143000.0,50,2,3.0,1,1,4,4,1,2,1.0,0,2,2,1,1.0
1654,51740.0,63,2,3.0,1,2,4,8,1,2,1.0,0,2,1,1,1.0
1655,58000.0,33,2,3.0,1,1,3,1,1,2,1.0,0,2,2,1,3.0
1656,267000.0,46,2,3.0,1,2,1,8,2,2,1.0,0,2,1,2,1.0
1657,484000.0,49,2,3.0,1,1,1,1,1,2,1.0,0,2,2,1,1.0
1658,13700.0,71,2,3.0,1,2,3,1,3,2,3.0,0,2,1,3,1.0
1659,25900.0,72,2,3.0,1,2,3,2,1,2,3.0,0,2,1,1,1.0
1660,613990.0,52,2,3.0,1,2,1,1,1,2,3.0,0,2,1,1,1.0
1661,57000.0,46,2,3.0,1,2,3,8,4,2,1.0,0,2,1,2,2.0
1662,73000.0,27,2,3.0,1,1,3,1,4,2,1.0,0,2,1,3,1.0
1663,100000.0,32,2,3.0,1,2,2,1,1,1,1.0,0,2,2,1,1.0
1664,137300.0,20,2,3.0,1,1,3,2,4,2,2.0,0,2,1,1,1.0
1665,32000.0,53,2,3.0,1,2,3,1,1,2,3.0,0,1,1,1,1.0
1666,29000.0,40,2,3.0,1,2,3,8,2,2,1.0,0,2,2,2,1.0
1667,139000.0,35,2,3.0,1,1,1,1,1,2,1.0,0,2,2,1,1.0
1668,8200.0,72,2,3.0,1,2,4,8,2,2,3.0,1,2,1,3,3.0
1669,25500.0,93,2,3.0,1,2,1,1,3,2,3.0,0,2,1,3,1.0
1670,41370.0,45,2,3.0,1,1,2,1,2,2,3.0,0,1,1,1,1.0
1671,68000.0,31,2,3.0,1,2,1,1,4,1,1.0,0,2,1,3,1.0
1672,99400.0,28,2,3.0,1,2,1,1,3,2,1.0,0,2,1,2,2.0
1673,78900.0,68,1,3.0,1,1,3,1,1,2,1.0,0,2,1,1,2.0
1674,37000.0,21,2,3.0,1,2,3,1,4,2,1.0,1,2,1,3,1.0
1675,36000.0,44,2,3.0,2,1,4,4,4,2,1.0,0,2,2,2,3.0
1676,63000.0,42,2,3.0,1,1,3,2,4,1,1.0,0,2,1,3,2.0
1677,68000.0,50,2,3.0,1,1,4,1,1,2,1.0,0,2,2,1,1.0
1678,123800.0,65,1,3.0,1,1,3,1,1,2,1.0,0,2,2,2,3.0
1679,84400.0,82,2,3.0,1,1,2,1,1,2,1.0,0,1,1,1,2.0
1680,172000.0,43,2,3.0,1,1,1,1,1,2,1.0,0,2,2,1,1.0
1681,57900.0,20,2,3.0,1,1,3,2,4,2,1.0,0,2,1,2,1.0
1682,71200.0,34,2,3.0,1,2,3,2,1,2,1.0,0,2,2,1,1.0
1683,98500.0,28,2,3.0,2,2,1,1,4,2,3.0,1,2,1,3,1.0
1684,134050.0,55,2,3.0,1,1,1,1,1,2,1.0,0,2,1,1,2.0
1685,71000.0,74,2,3.0,1,1,3,1,2,2,3.0,0,1,1,3,1.0
1686,8800.0,28,2,3.0,1,2,2,1,1,2,1.0,1,2,2,1,1.0
1687,8900.0,62,2,3.0,1,2,3,8,3,2,3.0,1,1,1,2,1.0
1688,35300.0,53,2,3.0,1,2,2,1,1,2,1.0,0,2,1,1,2.0
1689,93000.0,29,2,3.0,1,2,2,1,4,2,1.0,0,2,1,1,1.0
1690,106000.0,65,2,3.0,1,1,2,1,1,2,3.0,0,2,1,1,1.0
1691,70000.0,67,2,3.0,1,1,2,8,1,2,1.0,0,2,1,1,1.0
1692,80700.0,37,2,3.0,1,2,3,1,1,2,3.0,0,2,2,1,1.0
1693,79000.0,63,2,3.0,1,2,3,1,3,2,3.0,0,2,1,2,2.0
1694,35000.0,38,2,3.0,1,2,3,2,4,2,1.0,0,2,1,3,2.0
1695,59200.0,19,2,3.0,1,1,2,1,4,2,1.0,1,1,2,2,1.0
1696,43750.0,28,2,3.0,1,1,4,1,4,2,1.0,0,2,1,2,1.0
1697,166000.0,27,2,3.0,1,1,1,1,4,2,1.0,0,2,1,3,1.0
1698,16000.0,33,2,3.0,1,2,3,8,4,2,1.0,0,2,1,2,1.0
1699,151500.0,37,2,3.0,1,1,2,1,1,2,1.0,0,2,2,1,1.0
1700,42600.0,66,2,3.0,1,2,1,1,1,2,3.0,0,2,1,1,1.0
1701,65200.0,78,1,7.0,1,1,4,1,1,2,3.0,0,2,1,1,1.0
1702,38000.0,55,2,3.0,1,2,3,2,2,2,1.0,0,2,1,3,1.0
1703,105000.0,56,2,3.0,1,2,1,1,3,2,1.0,0,2,1,2,2.0
1704,35200.0,68,2,3.0,1,1,3,1,1,2,3.0,0,2,1,1,1.0
1705,41600.0,48,2,3.0,1,2,3,1,1,1,1.0,0,2,2,1,1.0
1706,257000.0,54,2,3.0,1,1,3,2,1,2,1.0,0,2,1,1,2.0
